"rgn_id","sector","year","value"
1,"cf",2003,9450.5516
2,"cf",2003,9450.5516
3,"cf",2003,9450.5516
4,"cf",2003,9450.5516
5,"cf",2003,9450.5516
6,"cf",2003,9450.5516
7,"cf",2003,9450.5516
1,"cf",2004,10285.5312
2,"cf",2004,10285.5312
3,"cf",2004,10285.5312
4,"cf",2004,10285.5312
5,"cf",2004,10285.5312
6,"cf",2004,10285.5312
7,"cf",2004,10285.5312
1,"cf",2005,4711.196
2,"cf",2005,4711.196
3,"cf",2005,4711.196
4,"cf",2005,4711.196
5,"cf",2005,4711.196
6,"cf",2005,4711.196
7,"cf",2005,4711.196
1,"cf",2006,4813.5514
2,"cf",2006,4813.5514
3,"cf",2006,4813.5514
4,"cf",2006,4813.5514
5,"cf",2006,4813.5514
6,"cf",2006,4813.5514
7,"cf",2006,4813.5514
1,"cf",2007,4952.2928
2,"cf",2007,4952.2928
3,"cf",2007,4952.2928
4,"cf",2007,4952.2928
5,"cf",2007,4952.2928
6,"cf",2007,4952.2928
7,"cf",2007,4952.2928
1,"cf",2008,4419.317
2,"cf",2008,4419.317
3,"cf",2008,4419.317
4,"cf",2008,4419.317
5,"cf",2008,4419.317
6,"cf",2008,4419.317
7,"cf",2008,4419.317
1,"mar",2003,0
2,"mar",2003,0
3,"mar",2003,0
4,"mar",2003,0
5,"mar",2003,0
6,"mar",2003,0
7,"mar",2003,0
1,"mar",2004,0
2,"mar",2004,0
3,"mar",2004,0
4,"mar",2004,0
5,"mar",2004,0
6,"mar",2004,0
7,"mar",2004,0
1,"mar",2005,0
2,"mar",2005,0
3,"mar",2005,0
4,"mar",2005,0
5,"mar",2005,0
6,"mar",2005,0
7,"mar",2005,0
1,"mar",2006,0
2,"mar",2006,0
3,"mar",2006,0
4,"mar",2006,0
5,"mar",2006,0
6,"mar",2006,0
7,"mar",2006,0
1,"mar",2007,0
2,"mar",2007,0
3,"mar",2007,0
4,"mar",2007,0
5,"mar",2007,0
6,"mar",2007,0
7,"mar",2007,0
1,"mar",2008,0
2,"mar",2008,0
3,"mar",2008,0
4,"mar",2008,0
5,"mar",2008,0
6,"mar",2008,0
7,"mar",2008,0
1,"tour",2005,48271.431645
2,"tour",2005,48271.431645
3,"tour",2005,48271.431645
4,"tour",2005,48271.431645
5,"tour",2005,48271.431645
6,"tour",2005,48271.431645
7,"tour",2005,48271.431645
1,"tour",2006,48372.9488514
2,"tour",2006,48372.9488514
3,"tour",2006,48372.9488514
4,"tour",2006,48372.9488514
5,"tour",2006,48372.9488514
6,"tour",2006,48372.9488514
7,"tour",2006,48372.9488514
1,"tour",2007,41622.0546256
2,"tour",2007,41622.0546256
3,"tour",2007,41622.0546256
4,"tour",2007,41622.0546256
5,"tour",2007,41622.0546256
6,"tour",2007,41622.0546256
7,"tour",2007,41622.0546256
1,"tour",2008,43144.8127216
2,"tour",2008,43144.8127216
3,"tour",2008,43144.8127216
4,"tour",2008,43144.8127216
5,"tour",2008,43144.8127216
6,"tour",2008,43144.8127216
7,"tour",2008,43144.8127216
1,"tour",2009,42028.1234512
2,"tour",2009,42028.1234512
3,"tour",2009,42028.1234512
4,"tour",2009,42028.1234512
5,"tour",2009,42028.1234512
6,"tour",2009,42028.1234512
7,"tour",2009,42028.1234512
1,"tour",2010,38271.9868143
2,"tour",2010,38271.9868143
3,"tour",2010,38271.9868143
4,"tour",2010,38271.9868143
5,"tour",2010,38271.9868143
6,"tour",2010,38271.9868143
7,"tour",2010,38271.9868143
