"rgn_id","type","label"
1,"eez","Pärnu"
2,"eez","Saare"
3,"eez","Hiiu"
4,"eez","Lääne"
5,"eez","Ida-Viru"
6,"eez","Harju"
7,"eez","Lääne-Viru"
